,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_group
258,259,2011-01-12,1,2011,1,5,False,3,True,1,0.14,0.1515,0.86,0.1642,0,5,5,1
259,260,2011-01-12,1,2011,1,6,False,3,True,1,0.12,0.1515,0.93,0.1343,0,16,16,1
260,261,2011-01-12,1,2011,1,7,False,3,True,1,0.14,0.1515,0.69,0.1343,0,54,54,2
261,262,2011-01-12,1,2011,1,8,False,3,True,1,0.16,0.1667,0.59,0.1642,3,125,128,2
262,263,2011-01-12,1,2011,1,9,False,3,True,1,0.16,0.1364,0.59,0.3284,3,78,81,2
263,264,2011-01-12,1,2011,1,10,False,3,True,1,0.18,0.1818,0.55,0.2239,0,39,39,2
264,265,2011-01-12,1,2011,1,11,False,3,True,1,0.2,0.1818,0.51,0.3881,3,32,35,2
265,266,2011-01-12,1,2011,1,12,False,3,True,1,0.2,0.1515,0.47,0.5821,3,52,55,2
266,267,2011-01-12,1,2011,1,13,False,3,True,1,0.22,0.197,0.44,0.3582,0,49,49,3
267,268,2011-01-12,1,2011,1,14,False,3,True,1,0.2,0.1818,0.47,0.3284,0,44,44,3
268,269,2011-01-12,1,2011,1,15,False,3,True,1,0.2,0.1667,0.47,0.4179,1,48,49,3
269,270,2011-01-12,1,2011,1,16,False,3,True,1,0.22,0.197,0.44,0.3284,5,63,68,3
270,271,2011-01-12,1,2011,1,17,False,3,True,1,0.2,0.1818,0.47,0.3582,0,139,139,3
271,272,2011-01-12,1,2011,1,18,False,3,True,1,0.2,0.1515,0.47,0.5224,2,135,137,3
272,273,2011-01-12,1,2011,1,19,False,3,True,1,0.18,0.1515,0.47,0.4179,1,82,83,4
273,274,2011-01-12,1,2011,1,20,False,3,True,1,0.16,0.1364,0.5,0.3284,2,54,56,4
274,275,2011-01-12,1,2011,1,21,False,3,True,1,0.16,0.1364,0.55,0.3284,0,57,57,4
275,276,2011-01-12,1,2011,1,22,False,3,True,1,0.16,0.1212,0.55,0.4478,1,32,33,4
276,277,2011-01-12,1,2011,1,23,False,3,True,1,0.14,0.1061,0.59,0.4179,1,19,20,4
277,278,2011-01-13,1,2011,1,0,False,4,True,1,0.14,0.1212,0.59,0.2836,1,6,7,1
278,279,2011-01-13,1,2011,1,1,False,4,True,1,0.14,0.1212,0.5,0.2836,0,2,2,1
279,280,2011-01-13,1,2011,1,2,False,4,True,1,0.14,0.1212,0.5,0.3582,0,2,2,1
280,281,2011-01-13,1,2011,1,3,False,4,True,1,0.14,0.1212,0.5,0.3284,0,3,3,1
281,282,2011-01-13,1,2011,1,4,False,4,True,1,0.14,0.1212,0.5,0.2537,0,4,4,1
282,283,2011-01-13,1,2011,1,5,False,4,True,1,0.14,0.1212,0.5,0.2985,0,3,3,1
283,284,2011-01-13,1,2011,1,6,False,4,True,1,0.12,0.1515,0.54,0.1343,0,28,28,1
284,285,2011-01-13,1,2011,1,7,False,4,True,1,0.12,0.1515,0.54,0.1343,0,72,72,2
285,286,2011-01-13,1,2011,1,8,False,4,True,1,0.14,0.1364,0.5,0.194,5,197,202,2
286,287,2011-01-13,1,2011,1,9,False,4,True,1,0.14,0.1212,0.5,0.3284,2,137,139,2
287,288,2011-01-13,1,2011,1,10,False,4,True,2,0.16,0.1364,0.5,0.3582,2,36,38,2
288,289,2011-01-13,1,2011,1,11,False,4,True,2,0.2,0.1667,0.44,0.4478,4,33,37,2
289,290,2011-01-13,1,2011,1,12,False,4,True,1,0.2,0.1667,0.44,0.4179,3,49,52,2
290,291,2011-01-13,1,2011,1,13,False,4,True,1,0.22,0.197,0.41,0.4478,2,81,83,3
291,292,2011-01-13,1,2011,1,14,False,4,True,1,0.22,0.197,0.41,0.3881,3,39,42,3
292,293,2011-01-13,1,2011,1,15,False,4,True,1,0.24,0.2121,0.38,0.2985,5,55,60,3
293,294,2011-01-13,1,2011,1,16,False,4,True,1,0.24,0.2121,0.38,0.3582,2,76,78,3
294,295,2011-01-13,1,2011,1,17,False,4,True,1,0.2,0.1818,0.4,0.2836,4,158,162,3
295,296,2011-01-13,1,2011,1,18,False,4,True,1,0.2,0.1818,0.4,0.3284,3,141,144,3
296,297,2011-01-13,1,2011,1,19,False,4,True,1,0.16,0.1515,0.47,0.2537,1,98,99,4
297,298,2011-01-13,1,2011,1,20,False,4,True,1,0.16,0.1515,0.47,0.2239,0,64,64,4
298,299,2011-01-13,1,2011,1,21,False,4,True,1,0.14,0.1212,0.46,0.2985,0,40,40,4
299,300,2011-01-13,1,2011,1,22,False,4,True,1,0.14,0.1212,0.46,0.3284,0,30,30,4
300,301,2011-01-13,1,2011,1,23,False,4,True,1,0.12,0.1364,0.5,0.194,1,14,15,4
301,302,2011-01-14,1,2011,1,0,False,5,True,1,0.12,0.1364,0.5,0.194,0,14,14,1
302,303,2011-01-14,1,2011,1,1,False,5,True,1,0.1,0.1212,0.54,0.1642,0,5,5,1
303,304,2011-01-14,1,2011,1,2,False,5,True,1,0.1,0.1212,0.54,0.1343,0,1,1,1
304,305,2011-01-14,1,2011,1,3,False,5,True,1,0.1,0.1364,0.54,0.1045,0,1,1,1
305,306,2011-01-14,1,2011,1,5,False,5,True,1,0.1,0.1364,0.54,0.0896,0,8,8,1
306,307,2011-01-14,1,2011,1,6,False,5,True,1,0.1,0.1818,0.54,0.0,0,17,17,1
307,308,2011-01-14,1,2011,1,7,False,5,True,1,0.1,0.1212,0.74,0.1642,0,70,70,2
308,309,2011-01-14,1,2011,1,8,False,5,True,1,0.12,0.1667,0.68,0.0,2,156,158,2
309,310,2011-01-14,1,2011,1,9,False,5,True,1,0.14,0.1515,0.69,0.1343,0,117,117,2
310,311,2011-01-14,1,2011,1,10,False,5,True,1,0.18,0.1818,0.55,0.194,4,40,44,2
311,312,2011-01-14,1,2011,1,11,False,5,True,1,0.18,0.1667,0.51,0.2836,6,47,53,2
312,313,2011-01-14,1,2011,1,12,False,5,True,1,0.2,0.197,0.44,0.2537,2,59,61,2
313,314,2011-01-14,1,2011,1,13,False,5,True,1,0.22,0.197,0.37,0.3881,4,73,77,3
314,315,2011-01-14,1,2011,1,14,False,5,True,1,0.22,0.2121,0.41,0.2836,5,59,64,3
315,316,2011-01-14,1,2011,1,15,False,5,True,1,0.24,0.2424,0.38,0.1642,9,59,68,3
316,317,2011-01-14,1,2011,1,16,False,5,True,1,0.22,0.2424,0.41,0.1045,3,87,90,3
317,318,2011-01-14,1,2011,1,17,False,5,True,1,0.22,0.2273,0.41,0.1642,4,155,159,3
318,319,2011-01-14,1,2011,1,18,False,5,True,1,0.2,0.2576,0.47,0.0,5,134,139,3
319,320,2011-01-14,1,2011,1,19,False,5,True,1,0.16,0.197,0.59,0.0896,3,89,92,4
320,321,2011-01-14,1,2011,1,20,False,5,True,1,0.18,0.2424,0.59,0.0,0,68,68,4
321,322,2011-01-14,1,2011,1,21,False,5,True,1,0.16,0.2273,0.69,0.0,4,48,52,4
322,323,2011-01-14,1,2011,1,22,False,5,True,2,0.16,0.2273,0.69,0.0,2,34,36,4
323,324,2011-01-14,1,2011,1,23,False,5,True,2,0.18,0.2424,0.55,0.0,1,26,27,4
324,325,2011-01-15,1,2011,1,0,False,6,False,1,0.18,0.2424,0.55,0.0,3,25,28,1
325,326,2011-01-15,1,2011,1,1,False,6,False,2,0.16,0.197,0.59,0.0896,2,18,20,1
326,327,2011-01-15,1,2011,1,2,False,6,False,2,0.16,0.197,0.59,0.0896,0,12,12,1
327,328,2011-01-15,1,2011,1,3,False,6,False,2,0.16,0.2273,0.59,0.0,1,7,8,1
328,329,2011-01-15,1,2011,1,4,False,6,False,2,0.16,0.2273,0.59,0.0,0,5,5,1
329,330,2011-01-15,1,2011,1,5,False,6,False,1,0.16,0.2273,0.59,0.0,0,1,1,1
330,331,2011-01-15,1,2011,1,6,False,6,False,1,0.14,0.1667,0.63,0.1045,1,2,3,1
331,332,2011-01-15,1,2011,1,7,False,6,False,1,0.14,0.2121,0.63,0.0,1,9,10,2
332,333,2011-01-15,1,2011,1,8,False,6,False,1,0.14,0.1515,0.63,0.1343,1,22,23,2
333,334,2011-01-15,1,2011,1,9,False,6,False,1,0.16,0.1818,0.64,0.1343,2,31,33,2
334,335,2011-01-15,1,2011,1,10,False,6,False,1,0.18,0.197,0.59,0.1642,2,57,59,2
335,336,2011-01-15,1,2011,1,11,False,6,False,1,0.2,0.197,0.55,0.2239,18,54,72,2
336,337,2011-01-15,1,2011,1,12,False,6,False,1,0.24,0.2273,0.48,0.2239,15,74,89,2
337,338,2011-01-15,1,2011,1,13,False,6,False,1,0.28,0.2576,0.38,0.2985,21,80,101,3
338,339,2011-01-15,1,2011,1,14,False,6,False,1,0.3,0.2879,0.39,0.2836,26,92,118,3
339,340,2011-01-15,1,2011,1,15,False,6,False,2,0.32,0.3182,0.36,0.194,21,108,129,3
340,341,2011-01-15,1,2011,1,16,False,6,False,2,0.34,0.3333,0.34,0.194,33,95,128,3
341,342,2011-01-15,1,2011,1,17,False,6,False,2,0.32,0.303,0.36,0.2836,29,54,83,3
342,343,2011-01-15,1,2011,1,18,False,6,False,2,0.3,0.2879,0.45,0.2537,15,69,84,3
343,344,2011-01-15,1,2011,1,19,False,6,False,2,0.32,0.303,0.39,0.2537,14,60,74,4
344,345,2011-01-15,1,2011,1,20,False,6,False,2,0.32,0.303,0.39,0.2537,6,35,41,4
345,346,2011-01-15,1,2011,1,21,False,6,False,2,0.32,0.303,0.39,0.2239,6,51,57,4
346,347,2011-01-15,1,2011,1,22,False,6,False,2,0.3,0.3182,0.42,0.1045,0,26,26,4
347,348,2011-01-15,1,2011,1,23,False,6,False,1,0.3,0.2879,0.45,0.2836,5,39,44,4
348,349,2011-01-16,1,2011,1,0,False,0,False,1,0.26,0.303,0.56,0.0,6,33,39,1
349,350,2011-01-16,1,2011,1,1,False,0,False,1,0.26,0.2727,0.56,0.1343,4,19,23,1
350,351,2011-01-16,1,2011,1,2,False,0,False,1,0.26,0.2879,0.56,0.0896,3,13,16,1
351,352,2011-01-16,1,2011,1,3,False,0,False,1,0.22,0.2727,0.69,0.0,9,6,15,1
352,353,2011-01-16,1,2011,1,4,False,0,False,1,0.26,0.2576,0.56,0.1642,0,1,1,1
353,354,2011-01-16,1,2011,1,5,False,0,False,2,0.26,0.2576,0.56,0.1642,1,1,2,1
354,355,2011-01-16,1,2011,1,6,False,0,False,2,0.26,0.2576,0.56,0.1642,0,1,1,1
355,356,2011-01-16,1,2011,1,7,False,0,False,2,0.24,0.2121,0.56,0.2985,0,3,3,2
356,357,2011-01-16,1,2011,1,8,False,0,False,1,0.22,0.2121,0.55,0.2836,0,18,18,2
357,358,2011-01-16,1,2011,1,9,False,0,False,1,0.22,0.2121,0.51,0.2537,3,29,32,2
358,359,2011-01-16,1,2011,1,10,False,0,False,1,0.22,0.2121,0.51,0.2836,8,71,79,2
359,360,2011-01-16,1,2011,1,11,False,0,False,1,0.24,0.2273,0.44,0.2537,23,70,93,2
360,361,2011-01-16,1,2011,1,12,False,0,False,1,0.24,0.2121,0.41,0.2836,29,75,104,2
361,362,2011-01-16,1,2011,1,13,False,0,False,1,0.26,0.2273,0.35,0.2985,23,95,118,3
362,363,2011-01-16,1,2011,1,14,False,0,False,1,0.28,0.2727,0.36,0.2537,22,69,91,3
363,364,2011-01-16,1,2011,1,15,False,0,False,1,0.26,0.2424,0.38,0.2537,35,78,113,3
364,365,2011-01-16,1,2011,1,16,False,0,False,1,0.24,0.2273,0.38,0.2239,22,77,99,3
365,366,2011-01-16,1,2011,1,17,False,0,False,1,0.22,0.2121,0.37,0.2537,23,82,105,3
366,367,2011-01-16,1,2011,1,18,False,0,False,1,0.2,0.2121,0.4,0.1642,11,56,67,3
367,368,2011-01-16,1,2011,1,19,False,0,False,1,0.18,0.197,0.47,0.1343,14,47,61,4
368,369,2011-01-16,1,2011,1,20,False,0,False,1,0.18,0.197,0.47,0.1642,7,50,57,4
369,370,2011-01-16,1,2011,1,21,False,0,False,1,0.18,0.197,0.51,0.1642,6,22,28,4
370,371,2011-01-16,1,2011,1,22,False,0,False,2,0.2,0.2121,0.49,0.1343,2,19,21,4
371,372,2011-01-16,1,2011,1,23,False,0,False,2,0.2,0.2273,0.4,0.1045,0,18,18,4
372,373,2011-01-17,1,2011,1,0,True,1,False,2,0.2,0.197,0.47,0.2239,1,16,17,1
373,374,2011-01-17,1,2011,1,1,True,1,False,2,0.2,0.197,0.44,0.194,1,15,16,1
374,375,2011-01-17,1,2011,1,2,True,1,False,2,0.18,0.1667,0.43,0.2537,0,8,8,1
375,376,2011-01-17,1,2011,1,3,True,1,False,2,0.18,0.1818,0.43,0.194,0,2,2,1
376,377,2011-01-17,1,2011,1,4,True,1,False,2,0.18,0.197,0.43,0.1343,1,2,3,1
377,378,2011-01-17,1,2011,1,5,True,1,False,2,0.18,0.197,0.43,0.1642,0,1,1,1
378,379,2011-01-17,1,2011,1,6,True,1,False,2,0.18,0.1818,0.43,0.194,0,5,5,1
379,380,2011-01-17,1,2011,1,7,True,1,False,2,0.16,0.1818,0.5,0.1343,4,9,13,2
380,381,2011-01-17,1,2011,1,8,True,1,False,2,0.16,0.1515,0.47,0.2239,3,30,33,2
381,382,2011-01-17,1,2011,1,9,True,1,False,2,0.16,0.1515,0.47,0.2239,8,39,47,2
382,383,2011-01-17,1,2011,1,10,True,1,False,2,0.16,0.1515,0.5,0.2537,7,50,57,2
383,384,2011-01-17,1,2011,1,11,True,1,False,2,0.16,0.1515,0.55,0.194,9,55,64,2
384,385,2011-01-17,1,2011,1,12,True,1,False,2,0.18,0.197,0.47,0.1343,10,70,80,2
385,386,2011-01-17,1,2011,1,13,True,1,False,2,0.18,0.197,0.47,0.1343,13,80,93,3
386,387,2011-01-17,1,2011,1,14,True,1,False,2,0.18,0.2121,0.43,0.1045,12,74,86,3
387,388,2011-01-17,1,2011,1,15,True,1,False,2,0.2,0.2121,0.47,0.1642,21,72,93,3
388,389,2011-01-17,1,2011,1,16,True,1,False,2,0.2,0.2121,0.47,0.1642,6,76,82,3
389,390,2011-01-17,1,2011,1,17,True,1,False,1,0.2,0.197,0.51,0.194,4,67,71,3
390,391,2011-01-17,1,2011,1,18,True,1,False,2,0.18,0.1667,0.55,0.2537,7,85,92,3
391,392,2011-01-17,1,2011,1,19,True,1,False,3,0.18,0.1818,0.59,0.194,2,58,60,4
392,393,2011-01-17,1,2011,1,20,True,1,False,3,0.16,0.1515,0.8,0.194,4,29,33,4
393,394,2011-01-17,1,2011,1,21,True,1,False,3,0.16,0.1515,0.8,0.194,3,24,27,4
394,395,2011-01-17,1,2011,1,22,True,1,False,3,0.14,0.1212,0.93,0.2537,0,13,13,4
395,396,2011-01-17,1,2011,1,23,True,1,False,3,0.16,0.1364,0.86,0.2836,1,3,4,4
396,397,2011-01-18,1,2011,1,12,False,2,True,2,0.2,0.1818,0.86,0.3284,0,3,3,2
397,398,2011-01-18,1,2011,1,13,False,2,True,2,0.2,0.197,0.86,0.2239,0,22,22,3
398,399,2011-01-18,1,2011,1,14,False,2,True,2,0.22,0.2273,0.8,0.1642,2,26,28,3
399,400,2011-01-18,1,2011,1,15,False,2,True,2,0.22,0.2273,0.87,0.1642,3,32,35,3
400,401,2011-01-18,1,2011,1,16,False,2,True,2,0.22,0.2273,0.87,0.194,0,61,61,3
401,402,2011-01-18,1,2011,1,17,False,2,True,2,0.22,0.2273,0.82,0.194,1,124,125,3
402,403,2011-01-18,1,2011,1,18,False,2,True,2,0.22,0.2273,0.8,0.1642,1,132,133,3
403,404,2011-01-18,1,2011,1,19,False,2,True,2,0.22,0.2273,0.8,0.1343,1,98,99,4
404,405,2011-01-18,1,2011,1,20,False,2,True,2,0.22,0.2727,0.87,0.0,0,83,83,4
405,406,2011-01-18,1,2011,1,21,False,2,True,2,0.22,0.2424,0.93,0.1045,0,41,41,4
406,407,2011-01-18,1,2011,1,22,False,2,True,2,0.22,0.2576,0.93,0.0896,0,33,33,4
407,408,2011-01-18,1,2011,1,23,False,2,True,2,0.22,0.2727,0.93,0.0,1,19,20,4
408,409,2011-01-19,1,2011,1,0,False,3,True,2,0.22,0.2727,0.93,0.0,0,3,3,1
409,410,2011-01-19,1,2011,1,1,False,3,True,3,0.22,0.2273,0.93,0.1343,1,6,7,1
410,411,2011-01-19,1,2011,1,2,False,3,True,3,0.22,0.2273,0.93,0.1343,0,3,3,1
411,412,2011-01-19,1,2011,1,4,False,3,True,3,0.22,0.2273,0.93,0.1343,1,1,2,1
412,413,2011-01-19,1,2011,1,5,False,3,True,2,0.22,0.2576,0.93,0.0896,0,7,7,1
413,414,2011-01-19,1,2011,1,6,False,3,True,2,0.22,0.2576,0.93,0.0896,0,32,32,1
414,415,2011-01-19,1,2011,1,7,False,3,True,2,0.24,0.2576,0.92,0.1045,1,89,90,2
415,416,2011-01-19,1,2011,1,8,False,3,True,2,0.24,0.2576,0.93,0.1045,1,196,197,2
416,417,2011-01-19,1,2011,1,9,False,3,True,2,0.24,0.2576,0.93,0.1045,2,107,109,2
417,418,2011-01-19,1,2011,1,10,False,3,True,2,0.26,0.2727,0.93,0.1343,1,46,47,2
418,419,2011-01-19,1,2011,1,11,False,3,True,2,0.28,0.303,0.87,0.0896,5,47,52,2
419,420,2011-01-19,1,2011,1,12,False,3,True,2,0.3,0.3182,0.81,0.0896,5,65,70,2
420,421,2011-01-19,1,2011,1,13,False,3,True,1,0.4,0.4091,0.62,0.2836,11,67,78,3
421,422,2011-01-19,1,2011,1,14,False,3,True,1,0.4,0.4091,0.58,0.2537,7,68,75,3
422,423,2011-01-19,1,2011,1,15,False,3,True,1,0.4,0.4091,0.54,0.2836,4,78,82,3
423,424,2011-01-19,1,2011,1,16,False,3,True,1,0.38,0.3939,0.58,0.3881,10,94,104,3
424,425,2011-01-19,1,2011,1,17,False,3,True,1,0.36,0.3333,0.57,0.3284,7,190,197,3
425,426,2011-01-19,1,2011,1,18,False,3,True,1,0.34,0.3182,0.61,0.2836,5,156,161,3
426,427,2011-01-19,1,2011,1,19,False,3,True,1,0.32,0.2879,0.57,0.4179,4,108,112,4
427,428,2011-01-19,1,2011,1,20,False,3,True,1,0.32,0.303,0.49,0.2985,2,74,76,4
428,429,2011-01-19,1,2011,1,21,False,3,True,1,0.32,0.2879,0.49,0.4179,4,55,59,4
429,430,2011-01-19,1,2011,1,22,False,3,True,1,0.3,0.303,0.52,0.1642,6,53,59,4
430,431,2011-01-19,1,2011,1,23,False,3,True,1,0.3,0.2727,0.52,0.4627,1,27,28,4
431,432,2011-01-20,1,2011,1,0,False,4,True,1,0.26,0.2273,0.56,0.3881,5,8,13,1
432,433,2011-01-20,1,2011,1,1,False,4,True,1,0.26,0.2727,0.56,0.0,2,3,5,1
433,434,2011-01-20,1,2011,1,2,False,4,True,1,0.26,0.2727,0.56,0.0,0,2,2,1
434,435,2011-01-20,1,2011,1,3,False,4,True,1,0.26,0.2576,0.56,0.1642,0,1,1,1
435,436,2011-01-20,1,2011,1,4,False,4,True,1,0.26,0.2576,0.56,0.1642,0,1,1,1
436,437,2011-01-20,1,2011,1,5,False,4,True,1,0.24,0.2273,0.6,0.2239,0,6,6,1
437,438,2011-01-20,1,2011,1,6,False,4,True,1,0.22,0.2121,0.6,0.2239,0,35,35,1
438,439,2011-01-20,1,2011,1,7,False,4,True,1,0.22,0.2121,0.55,0.2239,1,100,101,2
439,440,2011-01-20,1,2011,1,8,False,4,True,1,0.22,0.2121,0.55,0.2836,2,247,249,2
440,441,2011-01-20,1,2011,1,9,False,4,True,2,0.24,0.2273,0.52,0.2239,3,140,143,2
441,442,2011-01-20,1,2011,1,10,False,4,True,1,0.26,0.2273,0.48,0.2985,1,56,57,2
442,443,2011-01-20,1,2011,1,11,False,4,True,2,0.28,0.2727,0.45,0.1642,5,63,68,2
443,444,2011-01-20,1,2011,1,12,False,4,True,2,0.3,0.3333,0.42,0.0,7,77,84,2
444,445,2011-01-20,1,2011,1,13,False,4,True,2,0.28,0.2879,0.45,0.1045,12,86,98,3
445,446,2011-01-20,1,2011,1,14,False,4,True,2,0.3,0.303,0.45,0.1343,6,75,81,3
446,447,2011-01-20,1,2011,1,15,False,4,True,2,0.32,0.3182,0.45,0.194,8,62,70,3
447,448,2011-01-20,1,2011,1,16,False,4,True,2,0.3,0.303,0.49,0.1343,8,83,91,3
448,449,2011-01-20,1,2011,1,17,False,4,True,2,0.3,0.3182,0.49,0.1045,8,207,215,3
449,450,2011-01-20,1,2011,1,18,False,4,True,2,0.26,0.2576,0.56,0.194,1,184,185,3
450,451,2011-01-20,1,2011,1,19,False,4,True,1,0.26,0.2273,0.56,0.3284,6,146,152,4
451,452,2011-01-20,1,2011,1,20,False,4,True,2,0.26,0.2424,0.6,0.2836,2,124,126,4
452,453,2011-01-20,1,2011,1,21,False,4,True,2,0.24,0.2273,0.6,0.2537,3,54,57,4
453,454,2011-01-20,1,2011,1,22,False,4,True,2,0.24,0.2121,0.65,0.2836,0,56,56,4
454,455,2011-01-20,1,2011,1,23,False,4,True,2,0.24,0.2121,0.65,0.3284,3,28,31,4
455,456,2011-01-21,1,2011,1,0,False,5,True,2,0.24,0.2273,0.7,0.2537,1,20,21,1
456,457,2011-01-21,1,2011,1,1,False,5,True,2,0.24,0.2273,0.7,0.2537,0,6,6,1
457,458,2011-01-21,1,2011,1,2,False,5,True,3,0.24,0.2424,0.75,0.1642,0,2,2,1
458,459,2011-01-21,1,2011,1,3,False,5,True,3,0.22,0.2121,0.8,0.2985,0,1,1,1
459,460,2011-01-21,1,2011,1,4,False,5,True,2,0.22,0.2576,0.87,0.0896,0,1,1,1
460,461,2011-01-21,1,2011,1,5,False,5,True,1,0.24,0.197,0.6,0.4179,1,4,5,1
461,462,2011-01-21,1,2011,1,6,False,5,True,1,0.22,0.2121,0.55,0.2537,0,27,27,1
462,463,2011-01-21,1,2011,1,7,False,5,True,1,0.2,0.1818,0.51,0.2836,2,66,68,2
463,464,2011-01-21,1,2011,1,8,False,5,True,1,0.2,0.1818,0.47,0.3284,7,210,217,2
464,465,2011-01-21,1,2011,1,9,False,5,True,1,0.2,0.1818,0.51,0.3582,7,159,166,2
465,466,2011-01-21,1,2011,1,10,False,5,True,1,0.2,0.1667,0.47,0.4627,6,57,63,2
466,467,2011-01-21,1,2011,1,11,False,5,True,1,0.22,0.1818,0.41,0.4627,6,53,59,2
467,468,2011-01-21,1,2011,1,12,False,5,True,1,0.22,0.1818,0.27,0.5821,11,67,78,2
468,469,2011-01-21,1,2011,1,13,False,5,True,1,0.2,0.1515,0.21,0.5821,8,65,73,3
469,470,2011-01-21,1,2011,1,14,False,5,True,1,0.2,0.1515,0.25,0.5224,6,56,62,3
470,471,2011-01-21,1,2011,1,15,False,5,True,1,0.16,0.1212,0.26,0.4478,4,61,65,3
471,472,2011-01-21,1,2011,1,16,False,5,True,1,0.16,0.1364,0.26,0.3582,0,97,97,3
472,473,2011-01-21,1,2011,1,17,False,5,True,1,0.14,0.1212,0.28,0.3582,10,151,161,3
473,474,2011-01-21,1,2011,1,18,False,5,True,1,0.12,0.1212,0.3,0.2537,1,119,120,3
474,475,2011-01-21,1,2011,1,19,False,5,True,1,0.12,0.1061,0.3,0.3284,3,93,96,4
475,476,2011-01-21,1,2011,1,20,False,5,True,1,0.1,0.0758,0.33,0.4179,1,52,53,4
476,477,2011-01-21,1,2011,1,21,False,5,True,1,0.08,0.0758,0.38,0.2836,0,41,41,4
477,478,2011-01-21,1,2011,1,22,False,5,True,1,0.06,0.0303,0.41,0.3881,1,33,34,4
478,479,2011-01-21,1,2011,1,23,False,5,True,1,0.06,0.0455,0.38,0.3284,0,27,27,4
479,480,2011-01-22,1,2011,1,0,False,6,False,1,0.04,0.0303,0.45,0.2537,0,13,13,1
480,481,2011-01-22,1,2011,1,1,False,6,False,2,0.04,0.0,0.41,0.3881,3,9,12,1
481,482,2011-01-22,1,2011,1,2,False,6,False,2,0.04,0.0303,0.41,0.2537,0,11,11,1
482,483,2011-01-22,1,2011,1,3,False,6,False,2,0.04,0.0303,0.41,0.2836,1,6,7,1
483,484,2011-01-22,1,2011,1,4,False,6,False,2,0.02,0.0152,0.48,0.2985,0,3,3,1
484,485,2011-01-22,1,2011,1,6,False,6,False,2,0.02,0.0303,0.44,0.2239,0,2,2,1
485,486,2011-01-22,1,2011,1,7,False,6,False,1,0.02,0.0152,0.44,0.2836,0,8,8,2
486,487,2011-01-22,1,2011,1,8,False,6,False,1,0.02,0.0,0.44,0.3284,1,26,27,2
487,488,2011-01-22,1,2011,1,9,False,6,False,1,0.04,0.0303,0.41,0.2537,3,37,40,2
488,489,2011-01-22,1,2011,1,10,False,6,False,2,0.04,0.0606,0.41,0.1642,3,50,53,2
489,490,2011-01-22,1,2011,1,11,False,6,False,2,0.06,0.0758,0.38,0.1343,4,59,63,2
490,491,2011-01-22,1,2011,1,12,False,6,False,2,0.06,0.1061,0.38,0.1045,10,60,70,2
491,492,2011-01-22,1,2011,1,13,False,6,False,1,0.08,0.1667,0.35,0.0,12,72,84,3
492,493,2011-01-22,1,2011,1,14,False,6,False,1,0.1,0.1364,0.33,0.1045,11,64,75,3
493,494,2011-01-22,1,2011,1,15,False,6,False,1,0.12,0.1515,0.28,0.0,10,93,103,3
494,495,2011-01-22,1,2011,1,16,False,6,False,1,0.12,0.1364,0.28,0.194,11,72,83,3
495,496,2011-01-22,1,2011,1,17,False,6,False,1,0.12,0.197,0.28,0.0,8,59,67,3
496,497,2011-01-22,1,2011,1,18,False,6,False,1,0.08,0.0909,0.35,0.194,0,54,54,3
497,498,2011-01-22,1,2011,1,19,False,6,False,1,0.08,0.1061,0.35,0.1343,6,53,59,4
498,499,2011-01-22,1,2011,1,20,False,6,False,1,0.06,0.0758,0.45,0.1642,1,44,45,4
499,500,2011-01-22,1,2011,1,21,False,6,False,1,0.06,0.1061,0.41,0.0896,0,39,39,4
500,501,2011-01-22,1,2011,1,22,False,6,False,1,0.06,0.1515,0.49,0.0,7,23,30,4
501,502,2011-01-22,1,2011,1,23,False,6,False,1,0.04,0.0758,0.57,0.1045,2,31,33,4
502,503,2011-01-23,1,2011,1,0,False,0,False,1,0.04,0.0758,0.57,0.1045,2,20,22,1
503,504,2011-01-23,1,2011,1,1,False,0,False,1,0.04,0.0758,0.57,0.1045,1,12,13,1
504,505,2011-01-23,1,2011,1,2,False,0,False,1,0.02,0.0606,0.62,0.1343,3,15,18,1
505,506,2011-01-23,1,2011,1,3,False,0,False,1,0.02,0.0606,0.62,0.1343,1,4,5,1
506,507,2011-01-23,1,2011,1,5,False,0,False,2,0.04,0.0758,0.57,0.1045,0,3,3,1
507,508,2011-01-23,1,2011,1,6,False,0,False,2,0.04,0.0758,0.57,0.1045,0,1,1,1
508,509,2011-01-23,1,2011,1,7,False,0,False,1,0.08,0.1061,0.58,0.1642,1,1,2,2
509,510,2011-01-23,1,2011,1,8,False,0,False,1,0.06,0.0758,0.62,0.1642,2,17,19,2
510,511,2011-01-23,1,2011,1,9,False,0,False,1,0.1,0.0758,0.54,0.3582,3,25,28,2
511,512,2011-01-23,1,2011,1,10,False,0,False,1,0.14,0.1061,0.46,0.3881,7,51,58,2
512,513,2011-01-23,1,2011,1,11,False,0,False,1,0.14,0.1364,0.43,0.2239,22,77,99,2
513,514,2011-01-23,1,2011,1,12,False,0,False,1,0.16,0.1212,0.37,0.4627,24,92,116,2
514,515,2011-01-23,1,2011,1,13,False,0,False,1,0.14,0.1061,0.33,0.3881,12,75,87,3
515,516,2011-01-23,1,2011,1,14,False,0,False,1,0.16,0.1364,0.28,0.3582,17,93,110,3
516,517,2011-01-23,1,2011,1,15,False,0,False,1,0.16,0.1364,0.28,0.3582,13,64,77,3
